time,x,y,z,yaw,time,x,y,z,error_x,error_y,error_z,error_longitudinal,error_lateral,new_error_x,new_error_y,new_longitudinal_error,new_error_lateral
163645074.603861,-25876.71994,-93255.99467,1.57659,1.92682,163645074.603861,-25876.7128906,-93256,1.49849891663,0.007049399999232,-0.005329999999958,-0.07809108337,-0.004084903196081,0.00783686839416,0.007049399999232,-0.005329999999958,-0.00745282520897,-0.00906440194147
163645074.803861,-25877.28362,-93254.49619,1.5735,1.93401,163645074.803861,-25877.2792969,-93254.5,1.49649524689,0.004323099998146,-0.003809999994701,-0.07700475311,3.7254370645E-05,0.005762283025456,0.004323099998146,-0.003809999994701,-0.005097346502445,-0.005576971809605
163645075.003861,-25877.87257,-93252.96452,1.56973,1.94136,163645075.003861,-25877.8789062,-93252.96875,1.49179947376,-0.006336200000078,-0.004230000005919,-0.07793052624,0.005888514911989,-0.004833810362679,-0.006336200000078,-0.004230000005919,-0.001648284651644,0.00820071724871
163645075.203861,-25878.48665,-93251.39971,1.56533,1.94742,163645075.20386,-25878.4960938,-93251.3984375,1.48603534698,-0.009443800001463,0.001272499997867,-0.07929465302,-0.00176545455005,-0.009364175614752,-0.009443800001463,0.001272499997867,0.00465658064042,0.012255168025861
163645075.404861,-25879.12391,-93249.80105,1.56026,1.95281,163645075.40486,-25879.1269531,-93249.796875,1.47934246063,-0.003043100001378,0.004174999994575,-0.08091753937,-0.004981067970736,-0.001371147127043,-0.003043100001378,0.004174999994575,0.005008485097838,0.003958177164108
163645075.60386,-25879.78635,-93248.1694,1.55542,1.95985,163645075.60386,-25879.7910156,-93248.1875,1.47440648079,-0.004665600001317,-0.018100000001141,-0.08101351921,0.00983237049123,-0.015896613285124,-0.004665600001317,-0.018100000001141,-0.014977635916113,0.006086655013918
163645075.80286,-25880.47591,-93246.50564,1.55267,1.96716,163645075.80286,-25880.4902344,-93246.5078125,1.47054517269,-0.014324399999168,-0.002172499996959,-0.08212482731,-0.01244237327799,-0.007422636915821,-0.014324399999168,-0.002172499996959,0.003526102775243,0.018744013847853
163645076.00386,-25881.19292,-93244.81002,1.55261,1.97406,163645076.00386,-25881.2050781,-93244.8046875,1.47228825092,-0.012158099998487,0.005332500004442,-0.08032174908,-0.012115208977804,0.005429241502708,-0.012158099998487,0.005332500004442,0.009675863979191,0.01595394953918
163645076.20386,-25881.9364,-93243.0822,1.55201,1.9796,163645076.203859,-25881.9433594,-93243.09375,1.46898925304,-0.006959400001506,-0.011549999995623,-0.08302074696,-0.010286494663184,-0.008719161417484,-0.006959400001506,-0.011549999995623,-0.007831801645806,0.009152368882167
163645076.40386,-25882.70345,-93241.32098,1.54832,1.98305,163645076.403859,-25882.703125,-93241.34375,1.46524035931,0.000325000000885,-0.022769999995944,-0.08307964069,-0.011092828928077,-0.019887877493294,0.000325000000885,-0.022769999995944,-0.020992552466943,-0.000427990994449
163645076.60386,-25883.49178,-93239.52542,1.54185,1.98574,163645076.603859,-25883.4882812,-93239.5390625,1.46289491653,0.003498800000671,-0.013642499994603,-0.07895508347,-0.005821668290942,-0.012824491641296,0.003498800000671,-0.013642499994603,-0.013895284783017,-0.004612389015644
163645076.803859,-25884.30025,-93237.69502,1.53337,1.98732,163645076.803859,-25884.2910156,-93237.71875,1.4507791996,0.009234400000423,-0.023730000000796,-0.0825908004,-0.009836126297993,-0.023486967936614,0.009234400000423,-0.023730000000796,-0.025437195684007,-0.012180956020425
163645076.904859,-25884.71113,-93236.76635,1.53063,1.98726,163645076.904859,-25884.7070312,-93236.796875,1.44568312168,0.004098800000065,-0.030524999994668,-0.08494687832,-0.018164869101813,-0.024871938336789,0.004098800000065,-0.030524999994668,-0.02957396496643,-0.005406539073965
163645077.003859,-25885.12563,-93235.82835,1.52927,1.98651,163645077.003859,-25885.1191406,-93235.859375,1.44511461258,0.006489399998827,-0.031025000003865,-0.08415538742,-0.015614607744547,-0.027583454507522,0.006489399998827,-0.031025000003865,-0.031003247557616,-0.008557385294323
163645077.103859,-25885.54327,-93234.88081,1.52845,1.98546,163645077.103859,-25885.5410156,-93234.8984375,1.44460833073,0.002254399998492,-0.017627499997616,-0.08384166927,-0.009044247636164,-0.01529747234725,0.002254399998492,-0.017627499997616,-0.017041859849021,-0.002971601291582
